dt;type_prod;categorie;type_denom;type_ig;id_app;app;id_denom;denom;insee;nomcom;insee2011;nomcom2011;id_aire;crinao;grp_name1;grp_name2
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"79277";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAINT-MARTIN-DE-SANZAY";"79277";"SAINT-MARTIN-DE-SANZAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"79014";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LORETZ-D'ARGENTON";"79014";"ARGENTON-L'EGLISE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"79274";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAINT-MARTIN-DE-MACON";"79274";"SAINT-MARTIN-DE-MACON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"79171";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"THOUARS";"79171";"MAUZE-THOUARSAIS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"79044";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"VAL EN VIGNES";"79044";"BOUILLE-SAINT-PAUL";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"79331";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TOURTENAY";"79331";"TOURTENAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"79300";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAINTE-VERGE";"79300";"SAINTE-VERGE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49365";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DOUE-EN-ANJOU";"49365";"LES VERCHERS-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49377";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"RIVES-DU-LOIR-EN-ANJOU";"49377";"VILLEVEQUE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49011";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"ARTANNES-SUR-THOUET";"49011";"ARTANNES-SUR-THOUET";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49082";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"CHAUDEFONDS-SUR-LAYON";"49082";"CHAUDEFONDS-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49341";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SOUZAY-CHAMPIGNY";"49341";"SOUZAY-CHAMPIGNY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49078";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BRISSAC LOIRE AUBANCE";"49078";"CHARCE-SAINT-ELLIER-SUR-AUBANCE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49348";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LYS-HAUT-LAYON";"49348";"TIGNE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49342";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LYS-HAUT-LAYON";"49342";"TANCOIGNE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49219";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"MONTSOREAU";"49219";"MONTSOREAU";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49265";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"VAL-DU-LAYON";"49265";"SAINT-AUBIN-DE-LUIGNE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49204";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"MAUGES-SUR-LOIRE";"49204";"LE MESNIL-EN-VALLEE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49198";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DOUE-EN-ANJOU";"49198";"MEIGNE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49071";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"CHEMILLE-EN-ANJOU";"49071";"CHANZEAUX";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49003";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TUFFALUN";"49003";"AMBILLOU-CHATEAU";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49047";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DOUE-EN-ANJOU";"49047";"BRIGNE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49160";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"INGRANDES-LE FRESNE SUR LOIRE";"49160";"INGRANDES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49329";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAVENNIERES";"49329";"SAVENNIERES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49364";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"VAUDELNAY";"49364";"VAUDELNAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49253";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LE PUY-NOTRE-DAME";"49253";"LE PUY-NOTRE-DAME";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49292";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"VAL-DU-LAYON";"49292";"SAINT-LAMBERT-DU-LATTAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49177";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"OREE D'ANJOU";"49177";"LIRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49012";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"AUBIGNE-SUR-LAYON";"49012";"AUBIGNE-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49185";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"JARZE VILLAGES";"49185";"LUE-EN-BAUGEOIS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49283";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAINT-GEORGES-SUR-LOIRE";"49283";"SAINT-GEORGES-SUR-LOIRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49141";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DOUE-EN-ANJOU";"49141";"FORGES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49113";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"COURCHAMPS";"49113";"COURCHAMPS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49207";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DOUE-EN-ANJOU";"49207";"MONTFORT";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49100";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"CIZAY-LA-MADELEINE";"49100";"CIZAY-LA-MADELEINE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49328";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAUMUR";"49328";"SAUMUR";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49172";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"OREE D'ANJOU";"49172";"LANDEMONT";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49358";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TURQUANT";"49358";"TURQUANT";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49362";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"VARRAINS";"49362";"VARRAINS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49222";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"MOZE-SUR-LOUET";"49222";"MOZE-SUR-LOUET";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49121";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DENEZE-SOUS-DOUE";"49121";"DENEZE-SOUS-DOUE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49041";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BRAIN-SUR-ALLONNES";"49041";"BRAIN-SUR-ALLONNES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49007";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"ANGERS";"49007";"ANGERS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49373";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LYS-HAUT-LAYON";"49373";"VIHIERS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49276";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"MAUGES-SUR-LOIRE";"49276";"SAINT-FLORENT-LE-VIEIL";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49115";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BRISSAC LOIRE AUBANCE";"49115";"COUTURES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49140";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"FONTEVRAUD-L'ABBAYE";"49140";"FONTEVRAUD-L'ABBAYE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49059";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LYS-HAUT-LAYON";"49059";"LES CERQUEUX-SOUS-PASSAVANT";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49050";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BRISSAC LOIRE AUBANCE";"49363";"VAUCHRETIEN";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49001";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BRISSAC LOIRE AUBANCE";"49001";"LES ALLEUDS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49230";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TUFFALUN";"49230";"NOYANT-LA-PLAINE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49359";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LES ULMES";"49359";"LES ULMES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49356";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LYS-HAUT-LAYON";"49356";"TREMONT";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49053";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BROSSAY";"49053";"BROSSAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49297";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"MAUGES-SUR-LOIRE";"49297";"SAINT-LAURENT-DU-MOTTAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49279";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"GENNES-VAL-DE-LOIRE";"49279";"SAINT-GEORGES-DES-SEPT-VOIES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49154";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"GENNES-VAL-DE-LOIRE";"49154";"GREZILLE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49181";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TUFFALUN";"49181";"LOUERRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49256";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BELLEVIGNE-EN-LAYON";"49256";"RABLAY-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49235";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"PARNAY";"49235";"PARNAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49112";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LE COUDRAY-MACOUARD";"49112";"LE COUDRAY-MACOUARD";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49125";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DOUE-EN-ANJOU";"49125";"DOUE-LA-FONTAINE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49360";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"OREE D'ANJOU";"49360";"LA VARENNE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49167";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LES GARENNES SUR LOIRE";"49167";"JUIGNE-SUR-LOIRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49227";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TERRANJOU";"49227";"NOTRE-DAME-D'ALLENCON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49022";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BEAULIEU-SUR-LAYON";"49022";"BEAULIEU-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49361";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"VARENNES-SUR-LOIRE";"49361";"VARENNES-SUR-LOIRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49149";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"GENNES-VAL-DE-LOIRE";"49149";"GENNES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49278";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAINTE-GEMMES-SUR-LOIRE";"49278";"SAINTE-GEMMES-SUR-LOIRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49291";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAINT-JUST-SUR-DIVE";"49291";"SAINT-JUST-SUR-DIVE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49029";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BLAISON-SAINT-SULPICE";"49029";"BLAISON-GOHIER";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49236";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"PASSAVANT-SUR-LAYON";"49236";"PASSAVANT-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49211";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"MONTILLIERS";"49211";"MONTILLIERS";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49322";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BLAISON-SAINT-SULPICE";"49322";"SAINT-SULPICE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49068";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"CHAMPTOCE-SUR-LOIRE";"49068";"CHAMPTOCE-SUR-LOIRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49102";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"CLERE-SUR-LAYON";"49102";"CLERE-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49232";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LYS-HAUT-LAYON";"49232";"NUEIL-SUR-LAYON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49182";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LOURESSE-ROCHEMENIER";"49182";"LOURESSE-ROCHEMENIER";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49215";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"MONTREUIL-BELLAY";"49215";"MONTREUIL-BELLAY";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49259";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"ROCHEFORT-SUR-LOIRE";"49259";"ROCHEFORT-SUR-LOIRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49159";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"HUILLE-LEZIGNE";"49159";"HUILLE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49274";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"BELLEVIGNE-LES-CHATEAUX";"49274";"SAINT-CYR-EN-BOURG";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49142";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"LYS-HAUT-LAYON";"49142";"LA FOSSE-DE-TIGNE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49284";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"SAINT-GERMAIN-DES-PRES";"49284";"SAINT-GERMAIN-DES-PRES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49191";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TERRANJOU";"49191";"MARTIGNE-BRIAND";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49123";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DISTRE";"49123";"DISTRE";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49057";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"CERNUSSON";"49057";"CERNUSSON";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49086";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"TERRANJOU";"49086";"CHAVAGNES";133;"Val de Loire";"Val de Loire"
"Angers";"Vins";"Vin mousseux, Vin primeur, Vin tranquille";"appellation";"AOC";76;"Anjou";173;"Anjou";"49104";"1B200, 1B200M 1, 1R200S, 1R203S, 1R203S01, 1S200M 1";"DOUE-EN-ANJOU";"49104";"CONCOURSON-SUR-LAYON";133;"Val de Loire";"Val de Loire"
